title,abstract
For the Greater Good? The Devastating Ripple Effects of the Covid-19 Crisis,"As the crisis around Covid-19 evolves, it becomes clear that there are numerous negative side-effects of the lockdown strategies implemented by many countries. Currently, more evidence becomes available that the lockdowns may have more negative effects than positive effects. For instance, many measures taken in a lockdown aimed at protecting human life may compromise the immune system, and purpose in life, especially of vulnerable groups. This leads to the paradoxical situation of compromising the immune system and physical and mental health of many people, including the ones we aim to protect. Also, it is expected that hundreds of millions of people will die from hunger and postponed medical treatments. Other side effects include financial insecurity of billions of people, physical and mental health problems, and increased inequalities. The economic and health repercussions of the crisis will be falling disproportionately on young workers, low-income families and women, and thus exacerbate existing inequalities. As the virus outbreak and media coverage spread fear and anxiety, superstition, cognitive dissonance reduction and conspiracy theories are ways to find meaning and reduce anxiety. These behavioral aspects may play a role in the continuance of lockdown decisions. Based on theories regarding agnotology (i.e., the ways ignorance or doubt about certain topics is created by means of withholding or presenting information in a certain way), social influence, superstition and stress and coping, I seek to explain the social and behavioral aspects of human behavior in times of crises. Both the Covid-19 crisis itself as well as the resulting economic and (mental) health crisis are global problems that may require global solutions. I present a model of drivers and outcomes of lockdown behaviors and offer suggestions and a tool to counteract the negative psychological effects by means of online life crafting therapeutic writing interventions."
Use of Data Mining to Determine Usage Patterns of an Online Evaluation Platform During the COVID-19 Pandemic,"MenPas is a psychosocial assessment platform1 developed by the University of Malaga in 2008. There has been a significant increase in data traffic during the period of confinement by COVID-19 (March and April ’20) compared to the same period in the previous year. The main goal to achieve in this work is to determine the patterns of use of this platform on both period of time. So, we want to respond to the following question: So, we the following question: Has the COVID-19 Pandemic changed the pattern of the Menpas users? In order to respond it, cluster analysis techniques (Data Mining) have been used to classify people taking surveys into quotient sets (cluster). This is a multivariate technique for dividing data into sets to that are as homogeneous as possible within themselves and heterogeneous among themselves. Specifically, the K-Means algorithm has been used for this analysis, which is based on the evaluation of the distance between data and the average of each variable. So, it is recommended to discover patterns or relationships among the data. Specifically, the use of the following questionnaires has been analyzed: Competitive State Anxiety Inventory-2 (CSAI-2), State Trait Anxiety Inventory (STAI), Profile of Mood State (POMS), Resilience Scale (RS), Sport Performance Psychological Inventory (IPED), Maslach Burnout Inventory (MBI) and Self-concept Form-5 (AF-5). The analyses have shown changes in cluster formation between 2019 and 2020 based on the variables gender, age, marital status or physical practice. Therefore, the analyses carried out have been sensitive to determine several profiles of people using the MenPas platform because there are changes in the characteristics of the user groups that have carried out the analyzed tests."
"The Maastricht Acute Stress Test (MAST): Physiological and Subjective Responses in Anticipation, and Post-stress","The Maastricht Acute Stress Test (MAST) is designed to be a simple, quick, and non-invasive procedure aimed at activating the human stress system. The MAST has been developed by combining elements from two of the most common experimental paradigms measuring stress, the Trier Social Stress Test and the Cold Pressor Test. The aim of this study was to use the MAST procedure to elicit strong autonomic and subjective stress responses that can be quantified in terms of (systolic and diastolic) blood pressure, pulse rate (PR), and state anxiety ratings. In healthy individuals, the MAST induced a significant elevation of systolic blood pressure (SBP) from baseline for up to 30 min post-MAST, while diastolic blood pressure (DBP) dropped to baseline within 10 min post-MAST. Interestingly, the presentation of instructions alerting participants to the procedure resulted in significant elevation of both SBP and DBP above baseline. However, BP measurements prior to test initiation were not as high as those measured immediately after the MAST procedure. PR data showed limited variability across time points. Self-reported state anxiety increased dramatically from baseline to immediately following the MAST procedure. Further, individuals who reported higher levels of depression and stress were more likely to demonstrate larger increases in SBP in response to the MAST. Together, these results support the use of the MAST as a useful tool to activate both acute physiological and subjective measures of the stress response in healthy adults lasting up to 30 min."
Depression Partially Mediates the Association Between Binge Eating Disorder and Health-Related Quality of Life,"Research has found that individuals with binge eating disorder (BED) report significantly worse health-related quality of life (HRQL) than those without eating disorders. Studies indicate that the association between BED and HRQL is largely accounted for by psychopathology (e.g., depression), rather than physiology [e.g., increased body mass index (BMI)]. However, to our knowledge, no study has yet investigated whether mental health symptoms could potentially mediate the relationship between BED and HRQL. To this aim, the present study compared a sample of adults who met DSM-5 criteria for BED (n = 72) recruited from the community for a treatment trial and a community sample of individuals with no history of an eating disorder (NED; n = 79). Participants completed self-report measures of HRQL (Short-Form 6D), eating disorder psychopathology (Eating Disorder Examination Questionnaire), and anxiety and depressive symptoms (Brief Symptom Inventory). Consistent with previous findings, the BED group reported significantly worse HRQL than the NED group after controlling for age, BMI, anxiety, depression, and eating disorder psychopathology. Moreover, depression partially mediated the relationship between BED diagnosis and HRQL. These results suggest that lessened HRQL may be partly explained by comorbid symptoms of depression in BED. Clinicians may find it helpful to specifically assess and treat depression in BED as a means of enhancing patients’ well-being. Future research should replicate these findings using longitudinal data that will allow for causal inferences."
Neural systems and hormones mediating attraction to infant and child faces,"We find infant faces highly attractive as a result of specific features which Konrad Lorenz termed “Kindchenschema” or “baby schema,” and this is considered to be an important adaptive trait for promoting protective and caregiving behaviors in adults, thereby increasing the chances of infant survival. This review first examines the behavioral support for this effect and physical and behavioral factors which can influence it. It then provides details of the increasing number of neuroimaging and electrophysiological studies investigating the neural circuitry underlying this baby schema effect in parents and non-parents of both sexes. Next it considers potential hormonal contributions to the baby schema effect in both sexes and the neural effects associated with reduced responses to infant cues in post-partum depression, anxiety and drug taking. Overall the findings reviewed reveal a very extensive neural circuitry involved in our perception of cuteness in infant faces, with enhanced activation compared to adult faces being found in brain regions involved in face perception, attention, emotion, empathy, memory, reward and attachment, theory of mind and also control of motor responses. Both mothers and fathers also show evidence for enhanced responses in these same neural systems when viewing their own as opposed to another child. Furthermore, responses to infant cues in many of these neural systems are reduced in mothers with post-partum depression or anxiety or have taken addictive drugs throughout pregnancy. In general reproductively active women tend to rate infant faces as cuter than men, which may reflect both heightened attention to relevant cues and a stronger activation in their brain reward circuitry. Perception of infant cuteness may also be influenced by reproductive hormones with the hypothalamic neuropeptide oxytocin being most strongly associated to date with increased attention and attraction to infant cues in both sexes."
Trait Emotional Intelligence and Classroom Emotions: A Positive Psychology Investigation and Intervention Among Chinese EFL Learners,"The link between emotional intelligence (EI) and negative emotions, especially anxiety, has been investigated in different educational contexts including second/foreign language (L2) learning contexts. However, the link between EI and positive emotions remains underexplored, despite the growing interest of second language acquisition (SLA) researchers in positive emotions, motivated by the Positive Psychology (PP) movement. Grounded on PP theories, a correlational and experimental investigation was conducted on EI and two typical L2 classroom emotions, namely Foreign Language Enjoyment (FLE) and Foreign Language Anxiety (FLA). For the correlational study, questionnaires were administered to 1,718 English learners from three high schools in China. Statistical results showed medium correlations among students’ EI, FLE, and FLA. In the intervention study, a pre-test, treatment and post-test design was adopted. A six-week PP-based EI intervention (“ARGUER” training model in class and the “three activities” of PP in diary) was conducted in the experiment class of 56 students, while not in the control class of 52 students. Semi-structured interviews were conducted with five students in the experimental class and their English teacher. ANCOVA test results and qualitative findings indicated that the EI intervention was effective in improving EI, boosting more positive classroom emotions and alleviating negative classroom emotions. The findings in both the correlational and intervention studies are discussed in combination with previous studies. We also further address their theoretical and practical implications for L2 education."
Sharing feelings online: studying emotional well-being via automated text analysis of Facebook posts,"Digital traces of activity on social network sites represent a vast source of ecological data with potential connections with individual behavioral and psychological characteristics. The present study investigates the relationship between user-generated textual content shared on Facebook and emotional well-being. Self-report measures of depression, anxiety, and stress were collected from 201 adult Facebook users from North Italy. Emotion-related textual indicators, including emoticon use, were extracted form users’ Facebook posts via automated text analysis. Correlation analyses revealed that individuals with higher levels of depression, anxiety expressed negative emotions on Facebook more frequently. In addition, use of emoticons expressing positive emotions correlated negatively with stress level. When comparing age groups, younger users reported higher frequency of both emotion-related words and emoticon use in their posts. Also, the relationship between online emotional expression and self-report emotional well-being was generally stronger in the younger group. Overall, findings support the feasibility and validity of studying individual emotional well-being by means of examination of Facebook profiles. Implications for online screening purposes and future research directions are discussed."
Unexpected Acceptance? Patients with Social Anxiety Disorder Manifest their Social Expectancy in ERPs During Social Feedback Processing,"Previous studies on social anxiety have demonstrated negative-expectancy bias in social contexts. In this study, we used a paradigm that employed self-relevant positive or negative social feedback, in order to test whether this negative expectancy manifests in event-related potentials (ERPs) during social evaluation among socially anxious individuals. Behavioral data revealed that individuals with social anxiety disorder (SAD) showed more negative expectancy of peer acceptance both in the experiment and in daily life than did the healthy control participants. Regarding ERP results, we found a overally larger P2 for positive social feedback and also a group main effect, such that the P2 was smaller in SAD group. SAD participants demonstrated a larger feedback-related negativity (FRN) to positive feedback than to negative feedback. In addition, SAD participants showed a more positive ΔFRN (ΔFRN = negative – positive). Furthermore, acceptance expectancy in daily life correlated negatively with ΔFRN amplitude, while the Interaction Anxiousness Scale (IAS) score correlated positively with the ΔFRN amplitude. Finally, the acceptance expectancy in daily life fully mediated the relationship between the IAS and ΔFRN. These results indicated that both groups could differentiate between positive and negative social feedback in the early stage of social feedback processing (reflected on the P2). However, the SAD group exhibited a larger FRN to positive social feedback than to negative social feedback, demonstrating their dysfunction in the late stage of social feedback processing. In our opinion, such dysfunction is due to their greater negative social feedback expectancy."
The contribution of individual psychological resilience in determining the professional quality of life of Australian nurses,Research Topic: The aim of this study was to determine the relative contribution of trait negative affect and individual psychological resilience in explaining the professional quality of life of nurses.
Teachers’ emotional experiences and exhaustion as predictors of emotional labor in the classroom: an experience sampling study,"Emotional exhaustion (EE) is the core component in the study of teacher burnout, with significant impact on teachers’ professional lives. Yet, its relation to teachers’ emotional experiences and emotional labor (EL) during instruction remains unclear. Thirty-nine German secondary teachers were surveyed about their EE (trait), and via the experience sampling method on their momentary (state; N = 794) emotional experiences (enjoyment, anxiety, anger) and momentary EL (suppression, faking). Teachers reported that in 99 and 39% of all lessons, they experienced enjoyment and anger, respectively, whereas they experienced anxiety less frequently. Teachers reported suppressing or faking their emotions during roughly a third of all lessons. Furthermore, EE was reflected in teachers’ decreased experiences of enjoyment and increased experiences of anger. On an intra-individual level, all three emotions predict EL, whereas on an inter-individual level, only anger evokes EL. Explained variances in EL (within: 39%, between: 67%) stress the relevance of emotions in teaching and within the context of teacher burnout. Beyond implying the importance of reducing anger, our findings suggest the potential of enjoyment lessening EL and thereby reducing teacher burnout."
Effects of Dance Movement Therapy and Dance on Health-Related Psychological Outcomes. A Meta-Analysis Update,"Background: Dance is an embodied activity and, when applied therapeutically, can have several specific and unspecific health benefits. In this meta-analysis, we evaluated the effectiveness of dance movement therapy1(DMT) and dance interventions for psychological health outcomes. Research in this area grew considerably from 1.3 detected studies/year in 1996–2012 to 6.8 detected studies/year in 2012–2018."
"The Blurred Future of Adolescent Gamblers: Impulsivity, Time Horizon, and Emotional Distress","The main purpose of this study was to investigate the interplay of functional and dysfunctional impulsivity, delay discounting, time perspective, and emotional negative states on gambling severity in Italian adolescents. A second aim of the study was to analyze the developmental trajectories of gambling involvement, functional and dysfunctional impulsivity, delay discounting, consideration of future consequences, and negative affectivity in a cross-sectional perspective. One thousand and ten Italian adolescents aging between 12 and 19 years were administered the South Oaks Gambling Screen Revised for Adolescents (SOGS-RA), the Functional and Dysfunctional Impulsivity Scale (FDIS), the Monetary Choice Questionnaire (MCQ), the Consideration of Future Consequences Scale (CFC-14), and the Depression, Anxiety and Stress Scales-21 (DASS-21). Data analyses were conducted using correlational analysis, Chi-square test, analysis of variance, and hierarchical regression analysis. Results indicated that, relative to non-gamblers and non-problem gamblers, at-risk and problem gamblers showed higher levels of impulsivity, steeper delay discounting, shorter time horizon, and reported experiencing significantly higher levels of depression, anxiety, and stress. Results of hierarchical regression analysis, with SOGS-RA scores as the dependent variable, and gender, age, FDIS, MCQ, CFC-14, and DASS-21 scores as independent variables, indicated that, along with gender and age, low scores of future orientation and high scores of dysfunctional impulsivity, depression, anxiety, present orientation, and delay discounting significantly predicted gambling severity. These findings provide further evidence that the higher the gambling involvement, the greater the tendency to devalue delayed rewards and to focus on the immediate consequences of one's behavior. Interestingly, for the first time these results reveal an association between gambling severity and both dysfunctional impulsivity and negative affective states across adolescence. Finally, results of cross-sectional analyses suggest that gambling severity contributes more than age in shaping the developmental trajectories of functional and dysfunctional impulsivity, delay discounting, time perspective, and negative affective states."
Effectiveness of Expressive Writing in the Reduction of Psychological Distress During the COVID-19 Pandemic: A Randomized Controlled Trial,"Objective: Due to the wide impact of the COVID-19 pandemic on mental health, the need for scalable interventions that can effectively reduce psychological distress has been recognized. Expressive writing (EW) can be beneficial for different conditions, including depression, suicidal ideation, and coping with trauma. Therefore, we aim to assess the applicability and effectiveness of an online format of EW in the reduction of psychological distress in context of the COVID-19 pandemic."
"A Multidimensional PERMA-H Positive Education Model, General Satisfaction of School Life, and Character Strengths Use in Hong Kong Senior Primary School Students: Confirmatory Factor Analysis and Path Analysis Using the APASO-II","The multidimensional PERMA-H positive education model provided evaluation and education framework for the theoretical and practice development of positive psychology in schools. Character strengths use mediates the association of strength knowledge and well-being. Using the Assessment Program for Affective and Social Outcomes (2nd Version) (APASO-II), the Subjective Happiness Scale, and the Physical Health Subscale of the PERMA-profiler, a multidimensional measure of PERMA-H was validated using confirmatory factor analysis in the context of a positive education program evaluation in senior primary school students. The association of PERMA-H measurements with school well-being as measured by general satisfaction of school life, and levels of depression and anxiety, and the mediation mechanism of character strengths use in such association were studied using path analysis. A cross-sectional sample of 726 senior primary school students (i.e., grade 4–6) aged 8–13 from the two primary schools completed a baseline evaluation questionnaire of a positive education program. Satisfactory internal reliability of the scales was obtained with Cronbach's alpha coefficients < 0.70. The scales were generally positively and moderately inter-correlated, except for level of anxiety and depression symptoms which was negative. Good psychometric properties of APASO-II were evidenced from the factor structure of sub-scale scores conforming to six factors of the PERMA-H model by confirmatory factor analysis. Path analyses showed that the APASO-II factors together with measures of subject happiness and positive health as the multidimensional PERMA-H model of positive education differentially predicted general satisfaction of school life, level of anxiety and depression, and character strengths use. Character strengths use mediated the relationship of Positive Engagement with general satisfaction of school life. Positive education utilizes knowledge and research findings from positive psychology in schools to produce intended positive outcomes like enhanced well-being and reduced level of depression in students. This study provided a solid foundation for related scientific research and the understanding of the multidimensional framework of positive psychology concepts. Systematic promotion and longitudinal evaluation of positive education at the institutional level in Hong Kong can be achieved with the use of APASO-II and the positive education scales of subjective happiness and physical health."
The Complex Interplay Between Depression/Anxiety and Executive Functioning: Insights From the ECAS in a Large ALS Population,"Introduction: The observed association between depressive symptoms and cognitive performances has not been previously clarified in patients with amyotrophic lateral sclerosis (pALS). In fact, the use of cognitive measures often not accommodating for motor disability has led to heterogeneous and not conclusive findings about this issue. The aim of the present study was to evaluate the relationship between cognitive and depressive/anxiety symptoms by means of the recently developed Edinburgh Cognitive and Behavioral ALS Screen (ECAS), a brief assessment specifically designed for pALS."
Measuring Depression in a Non-Western War-Affected Displaced Population: Measurement Equivalence of the Beck Depression Inventory,"Depression is commonly seen in survivors of conflict and disaster across the world. There is a dearth of research on the validity of commonly used measures of depression in these populations. Measurements of depression that are used in multiple contexts need to meet measurement equivalence, i.e., the instrument measures the same construct in the same manner across different groups. The Beck Depression Inventory (BDI) was administered to female trauma survivors in the United States (n = 268) and female survivors of war in Sri Lanka (n = 149). Three metrics of measurement equivalence—structural, metric, and scalar—were examined. Two- and three-factor structures of the BDI that have been identified in other populations did not provide a good fit for our data. However, a bifactor model revealed a similar general distress dimension across populations, but dissimilar secondary dimensions or subfactors. The Sri Lankan subfactor comprised of predominantly somatic symptoms and the United States subfactor comprised of cognitive and somatic symptoms. While intercepts of individual BDI items differed, their differences seem to be offsetting. Total BDI scores across these two populations are roughly comparable, although caution is recommended when interpreting them. Making comparisons on subscales is not recommended."
Cancer Patient Experience of Uncertainty While Waiting for Genome Sequencing Results,"There is limited knowledge about cancer patients' experiences of uncertainty while waiting for genome sequencing results, and whether prolonged uncertainty contributes to psychological factors in this context. To investigate uncertainty in patients with a cancer of likely hereditary origin while waiting for genome sequencing results, we collected questionnaire and interview data at baseline, and at three and 12 months follow up (prior to receiving results). Participants (N = 353) had negative attitudes towards uncertainty (M = 4.03, SD 0.68) at baseline, and low levels of uncertainty at three (M = 8.23, SD 7.37) and 12 months (M = 7.95, SD 7.64). Uncertainty about genome sequencing did not change significantly over time [t(210) = 0.660, p = 0.510]. Greater perceived susceptibility for cancer [r(348) = 0.14, p < 0.01], fear of cancer recurrence [r(348) = 0.19, p < 0.01], perceived importance of genome sequencing [r(350) = 0.24, p < 0.01], intention to change behavior if a gene variant indicating risk is found [r(349) = 0.29, p < 0.01], perceived ability to cope with results [r(349) = 0.36, p < 0.01], and satisfaction with decision to have genome sequencing [r(350) = 0.52, p < 0.01] were significantly correlated with negative attitudes towards uncertainty at baseline. Multiple primary cancer diagnoses [B = −2.364 [−4.238, −0.491], p = 0.014], lower perceived ability to cope with results [B = −0.1.881 [−3.403, −0.359], p = 0.016] at baseline, greater anxiety about genome sequencing (avoidance) [B = 0.347 [0.148, 0.546], p = 0.0012] at 3 months, and greater perceived uncertainty about genome sequencing [B = 0.494 [0.267, 0.721] p = 0.000] at 3 months significantly predicted greater perceived uncertainty about genome sequencing at 12 months. Greater perceived uncertainty about genome sequencing at 3 months significantly predicted greater anxiety (avoidance) about genome sequencing at 12 months [B = 0.291 [0.072, 0.509], p = 0.009]. Semi-structured interviews revealed that while participants were motivated to pursue genome sequencing as a strategy to reduce their illness and risk uncertainty, genome sequencing generated additional practical, scientific and personal uncertainties. Some uncertainties were consistently discussed over the 12 months, while others emerged over time. Similarly, some uncertainty coping strategies were consistent over time, while others emerged while patients waited for their genome sequencing results. This study demonstrates the complexity of uncertainty generated by genome sequencing for cancer patients and provides further support for the inter-relationship between uncertainty and anxiety. Helping patients manage their uncertainty may ameliorate psychological morbidity."
Emotional Distress in Cancer Patients During the First Wave of the COVID-19 Pandemic,"Background: The COVID-19 pandemic has caused mental health problems worldwide. The psychopathological implications of COVID-19 in cancer patients have rarely been addressed. Considering the increased vulnerability of oncology patients, this issue needs to be addressed to improve the long-term mental health status of these patients."
"A Cross-Lagged Study of Developmental Trajectories of Video Game Engagement, Addiction, and Mental Health","Objectives: Video game addiction has been associated with an array of mental health variables. There is a paucity of longitudinal studies investigating such associations, and studies differentiating addicted gaming from problem and engaged (i.e., frequent but non-problem) gaming. The current explorative study investigate the natural course of gaming behavior in three sub-studies. The aim of study 1 was to investigate antecedents and consequences of video game addiction measured as a unidimensional construct (pathological gaming). Aim of study 2 was to investigate the same associations in terms of typologies of gamers (“engaged,” “problem,” “addicted”). Furthermore, study 3 aimed to investigate the estimated stability and transitions occurring between the aforementioned typologies, and a non-pathological gaming group."
Commentary: Forgetting the best when predicting the worst: preliminary observations on neural circuit function in adolescent social anxiety,
"
","
"
Dissociating Profiles of Social Cognitive Disturbances Between Mixed Personality and Anxiety Disorder,"Background: An emerging body of research has begun to elucidate disturbances to social cognition in specific personality disorders (PDs). No research has been conducted on patients with Mixed Personality Disorder (MPD), however, who meet multiple diagnostic criteria. Further, very few studies have compared social cognition between patients with PD and those presenting with symptomatic diagnoses that co-occur with personality pathologies, such as anxiety disorder (AD). The aim of this study was to provide a detailed characterization of deficits to various aspects of social cognition in MPD and dissociate impairments specific to MPD from those exhibited by patients with AD who differ in the severity of personality pathology."
Corrigendum: Better Cognitive Performance Is Associated With the Combination of High Trait Mindfulness and Low Trait Anxiety,
Language as a Threat: Multimodal Evaluation and Interventions for Overwhelming Linguistic Anxiety in Severe Aphasia,"Linguistic anxiety (LA) is an abnormal stress response induced by situations that require the use of verbal behavior, and it is accentuated during language testing in persons with aphasia (PWA). The presence of LA in PWA may jeopardize the interpretation of cognitive evaluations, leading to biased conclusions about the severity of the language alteration and the effectiveness of the treatments. In the present study, we report the case of a woman (Mrs. A) with severe chronic mixed transcortical aphasia due to left frontal and parietal hemorrhages that partially spared the perisylvian area. Mrs. A was treated with the dopamine agonist Rotigotine alone and combined with Intensive Language-Action Therapy (ILAT). Complementary evaluations included autonomic reactivity during the performance of different language tasks, resting state functional magnetic resonance imaging (rs-fMRI) and [18F]-fluorodeoxyglucose positron emission tomography (18F-FDG-PET). We found that formal language testing in a clinical setting triggered a dramatic increase of automatic echolalia, perseverations and frustration, making the task completion difficult. The treatment improved aphasia, but gains were more robust when evaluation was performed by Mrs. A’s husband at home than by clinicians. Autonomic evaluation under Rotigotine revealed higher reactivity during tasks tapping an impaired function in comparison with a task evaluating a preserved function (verbal repetition). Baseline 18F-FDG-PET analysis showed decreased metabolic activity in left limbic-paralimbic areas, whereas rs-fMRI revealed compensatory activity in the right hemisphere. We also analyzed the different factors (e.g., premorbid personality traits, task difficulty) that may have contributed to LA in Mrs. A during language testing. Our findings emphasize the usefulness of implicating adequately trained laypersons in the evaluation and treatment of PWA showing LA. Further studies using multidimensional evaluations are needed to disentangle the interplay between anxiety and abnormal language as well as the neural mechanisms underpinning LA in PWA."
Different Dimensions of Affective Processing in Patients With Irritable Bowel Syndrome: A Multi-Center Cross-Sectional Study,"Objective: Deficits in affective processing are associated with impairments in both mental and physical health. The role of affective processing in patients with functional somatic complaints such as irritable bowel syndrome (IBS) remains unclear. Most studies have focused on the capacity for emotional awareness and expression, but neglect other dimensions of affective processing. Therefore, this study aimed to systematically analyze differences in six different dimensions of affective processing between patients with IBS and healthy controls (HCs). Additionally, we exploratively investigated the impact of IBS symptom severity, psychological distress, and attachment styles on affective processing in IBS."
Longitudinal Analysis of Marathon Runners’ Psychological State and Its Relationship With Running Speed at Ventilatory Thresholds,"Psychological variables such as motivation, self-efficacy, and anxiety have been widely studied in marathon runners, usually within the framework of Bandura’s theory of self-efficacy. It is also assumed a link between self-perceived fitness and physiological performance parameters such as speed at ventilatory thresholds and running economy. The purpose of this paper is to describe longitudinal trends of self-perceptions and examine their link to physiological performance parameters over time. Sixteen healthy recreational marathoners (8 males and 8 females), aged M = 37.6 (SD = 3.9) who were about to participate in a major marathon agreed to participate. After 3 months of regular training and competition in shorter distances, all participants trained during a 16-week macrocycle under the supervision of the same coaching staff. At 4-week intervals, the participants responded five times the Podium questionnaire, measuring self-perceived psychological state relative to the upcoming race, and performed five exercise performance parameters tests. Linear mixed-effects models were used to analyze the trends and associations. In general, Podium questionnaire scores were within the standard range, with the lowest values at the beginning and the highest values closer to race day. Although only perceived fitness (p < 0.001, Cohen’s f2 = 1.19) and somatic anxiety (p < 0.001, f2 = 0.32) showed large effect sizes for the whole longitudinal period, other partial increases were found between time points. All physiological performance parameters presented significant improvements over time (Aerobic Threshold speed, p < 0.001, f2 = 1.04; Anaerobic Threshold speed, p < 0.001, f2 = 0.498; Running Economy in VO2, p < 0.001, f2 = 0.349; Running Economy in energy, p = 0.024, f2 = 0.197). The analysis of changes between consecutive time points revealed that improving perceived physical condition predicted improving self-efficacy (p < 0.001, f2 = 1.33), and improvements in motivation were predicted by improvements in either self-efficacy (p < 0.001, f2 = 0.36) or perceived physical condition (p = 0.003, f2 = 0.17). Improvements in perceived fitness, self-efficacy and motivation were associated with small effect-size improvements (decreases) in anxiety. None of the physiological performance parameters was shown to predict changes in psychological variables, although their general trends over time correlated. The results have practical implications for sport psychologists and running coaches, supporting the need for integrated working."
An Examination of Differences in Psychological Resilience between Social Anxiety Disorder and Posttraumatic Stress Disorder in the Context of Early Childhood Trauma,Background: Much of the research on anxiety disorders has focused on associated risk factors with less attention paid to factors such as resilience that may mitigate risk or offer protection in the face of psychopathology.
The Effectiveness of a Body-Affective Mindfulness Intervention for Multiple Sclerosis Patients with Depressive Symptoms: A Randomized Controlled Clinical Trial,"Purpose: Mindfulness interventions have been shown to treat depressive symptoms and improve quality of life in patients with several chronic diseases, including multiple sclerosis, but to date most evaluation of the effectiveness of mindfulness interventions in multiple sclerosis have used patients receiving standard care as the control group. Hence we decided to evaluate the effectiveness of a group-based body-affective mindfulness intervention by comparing it with a psycho-educational intervention, by means of a randomized controlled clinical trial. The outcome variables (i.e., depression, anxiety, perceived stress, illness perception, fatigue and quality of life) were evaluated at the end of the interventions (T1) and after a further 6 months (T2)."
Pregnancy or Psychological Outcomes of Psychotherapy Interventions for Infertility: A Meta-Analysis,"Background: The pregnancy and psychological status of infertile couples has always been a concern, but there is no clear evidence for the efficacy of psychotherapy for infertile couples. This study aimed to summarize the current evidence of the effects of psychotherapy on psychological and pregnancy outcomes for infertile couples."
Psychoeducational Challenges in Spanish Children With Dyslexia and Their Parents’ Stress During the COVID-19 Pandemic,"Background: Research during 2020 has been rapidly attending to the impact of COVID-19 on various dimensions of wellbeing (e.g., physical, psychological, lifestyle and routines) on adults and children around the world. However, less attention has focused on the psychoeducational impact on children and their families. To our knowledge, no currently available studies have looked specifically at the impact of COVID-19 on students with dyslexia and their families. Research on this topic is needed to offer greater support for this population of students and their families."
"
","
"
"
","
"
"
","
"
Hypermentalizing in Social Anxiety: Evidence for a Context-Dependent Relationship,"Social anxiety (SA) means fear of scrutiny and of others’ negative evaluation, thus indicating that hypermentalizing (HMZ) (i.e., the over-attribution of intentions and thoughts to others) might be the most common error of social cognition in SA. However, evidence for this is weak. One explanation is that HMZ is not stable in SA, but rather context-dependent. The first aim of the current study was testing this hypothesis. The second aim was analyzing whether the association between SA and HMZ is moderated by a negative self-image. One-hundred and thirteen young adults (85.8% females; M = 21.1 years old; SD = 2.7) were assessed on measures of SA, HMZ, and self-image. Given the over-representation of females, conclusions may not be safely extrapolated to males. Results revealed that HMZ is associated with SA only in the self-referential social situation [B = 2.68 (95% CI: 0.72–4.65), p = 0.007]. This supports that HMZ is not global in SA (i.e., a stable cognitive style), but rather is active only in some contexts. Implications for the conceptualization and treatment of SA are discussed. Contrary to predictions, neither self-esteem, nor positive or negative self-schema moderated the association between SA and self-referential HMZ. This contradicts findings in the field of paranoid delusion and requires replication, including measures of implicit self-esteem."
"
","
"
Dysregulated Anxiety and Dysregulating Defenses: Toward an Emotion Regulation Informed Dynamic Psychotherapy,"One of the main objectives of psychotherapy is to address emotion dysregulation that causes pathological symptoms and distress in patients. Following psychodynamic theory, we propose that in humans, the combination of emotions plus conditioned anxiety due to traumatic attachment can lead to dysregulated affects. Likewise, defenses can generate and maintain dysregulated affects (altogether Dysregulated Affective States, DAS). We propose the Experiential-Dynamic Emotion Regulation methodology, a framework to understand emotion dysregulation by integrating scientific evidence coming from the fields of affective neuroscience and Experiential-Dynamic Psychotherapy aimed at resolving DAS. This method and the techniques proposed can be integrated within other approaches. Similarities and differences with the Cognitive model of emotion regulation and cognitive-behavioral approaches are discussed within the paper."
Psychological intervention reduces self-reported performance anxiety in high school music students,"Music performance anxiety (MPA) can be distressing for many young people studying music, and may negatively impact upon their ability to cope with the demands and stressors of music education. It can also lead young people to give up music or to develop unhealthy coping habits in their adult music careers. Minimal research has examined the effectiveness of psychological programs to address MPA in young musicians. Sixty-two adolescents were pseudo-randomized to a cognitive behavioral (CB) group-delivered intervention or a waitlist condition. The intervention consisted of psychoeducation, cognitive restructuring and relaxation techniques, identification of strengths, goal-setting, imagery and visualization techniques to support three solo performances in front of judges. Significant reductions in self-rated MPA were found in both groups following the intervention and compared to their baseline MPA. This reduction was maintained at 2-months follow-up. There appeared to be inconsistent effects of the intervention upon judge-rated MPA, however the presence of floor effects precluded meaningful reductions in MPA. There appeared to be no effect of the intervention upon judge-rated performance quality. This study highlights the potential for group-based CB programs to be delivered within school music curricula to help young musicians develop skills to overcome the often debilitating effects of MPA."
"Adult Attachment Style, Emotion Regulation, and Social Networking Sites Addiction","While there is substantial evidence that emotion regulation plays a role in the maintenance of substance and behavior addiction, its role in addiction to social networking sites (SNS) remains unclear. Drawing on attachment theory, we explore whether emotion regulation mediates the relationship between insecure attachment and SNS addiction among 463 college students. The participants completed the short version of the Experience in Close Relationships Scale, Difficulties in Emotion Regulation Scale, and Chinese Social Media Addiction Scale. The results indicated that attachment anxiety positively predicted SNS addiction and that emotion regulation mediated this link. These findings suggest that individuals’ affective regulation capability should be a target of future interventions and treatments."
