title,abstract
“The Fatal Gaze of This Moral Basilisk”: The Salvation Army’s War on Drink in Victorian Britain,"Karma and grace are grammars for material and moral being, each offering onto-cosmological justification for the vicissitudes of destiny. Beyond their scriptural renderings, karma and grace are vernacular cosmologies, which in Sri Lanka, are engaged as repertoires of judgment, reckoning, and discernment of causes of fortune and misfortune. This paper ventures to compare and contrast karma and grace. It queries the agonistic intersection between evangelical imperatives towards Christian proselytism and conversion, and nationalistic imperatives to maintain the Buddhist heritage of Sri Lanka. Pentecostal-charismatic Christians extol conversion as discontinuity, which rests upon surrender to grace. Dedicated Buddhists, in contrast, consider one’s life-conditions as righteously inherited through a karmically-governed cosmos, and thus place great value upon religio-moral continuity. In agonistic interchanges between Buddhist nationalists and Christian evangelists in Sri Lanka, we see how karma and grace may be seen as constituting two competing economies of religious belonging."
Sonia Boyce: Reclassifying Classification,"Work on candidate positioning suggests that ambiguous statements help candidates by broadening their appeal and providing leeway to take different positions once in office. While experimental research has explored the electoral effects posited by the first, empirical testing of the second is lacking. As such, we use two original survey experiments (a national sample and a convenience sample) to show that contrary to conventional wisdom, ambiguity may not shield a legislator from the backlash that comes from eventually taking a position with which voters disagree. In addition, we find that a candidate’s rhetorical strategy matters most for social and cultural issues that represent core beliefs and values. In sum, our work makes important advances in the study of the longer-term effects of campaign rhetoric and suggests that if an issue cannot be avoided, there may be little to gain from attempting to obscure one’s intended position."
Dirk van Delft; Ton van Helvoort. Beelden zonder weerga: De elektronenmicroscoop van Ernst Ruska tot Ben Feringa.,"There are striking differences in inequality and redistribution between the United States and Scandinavia. To study whether there are corresponding differences in social preferences, we conducted a large-scale international social preference experiment where Americans and Norwegians make distributive choices in identical environments. Combining the infrastructure of an international online labor market and that of a leading international data collection agency, we show that Americans and Norwegians differ significantly in fairness views, but not in the importance assigned to efficiency. We also provide causal evidence suggesting that fairness considerations are more fundamental for inequality acceptance than efficiency considerations."
The Alt Right and the Religious Impulse: A Tocquevillian Analysis,"AbstractRachel Carson’s Silent Spring is justly remembered as a landmark in the history of modern environmentalism. It is, however, a more complicated text than cultural memory tends to acknowledge. Blending conservative and traditional elements with more progressive and pioneering ones, Silent Spring is marked by a complexity that extends to its reception and legacy. This article argues that—in a seeming paradox—it was the more conservative elements of Silent Spring that allowed it to be considered a revolutionary book. Carson carefully constructed her argument in ways that facilitated its initial acceptance. But those same decisions made it easier for supporters to de-emphasize its more radical implications, even as they granted it revolutionary status."
Public Reactions to International Legal Institutions: The International Criminal Court in a Developing Democracy,"Immanuel Kant viewed economic interdependence among nations as the catalyst for a cosmopolitan legal order. Some of the most advanced international institutions in existence today facilitate such interdependence. Are bodies such as the European Union, World Trade Organization, and North American Free Trade Agreement the harbingers of Kantian cosmopolitan right? This article contends that the commercial motif in Kant’s thought deserves greater scrutiny than it has so far received, particularly since it has encouraged some to summon Kant’s authority in advocating global economic liberalization, while leading others to attack the cosmopolitan project as a smokescreen for neoliberalism. Maneuvering Kantian cosmopolitanism out of this double bind requires placing renewed emphasis on constitutional states as the building blocks of a cosmopolitan order and paying greater attention to the conditions of legitimacy that supranational institutions must meet in order to claim the cosmopolitan mantle. Cosmopolitanism is not exclusively supranational, and supranational institutions are not necessarily cosmopolitan."
Meaningful Clearings: Human-Ant Negotiated Landscapes in Nineteenth-Century Brazil,This note examines how a traditional model of emperorship found in Pliny’s Panegyricus (Plin. Pan. 22–24) was used in praising fourth-century imperial leadership. It focuses in particular on the notion of the emperor moving on foot. The first section deals with Pacatus’ speech in praise of Theodosius (Pan. Lat. 2.47) and shows how and why “the walking emperor” was revived. The second section contrasts Mamertinus’ speech to Julian (Pan. Lat. 3.29–30) with Ammianus’ account of Constantius II (Amm. Marc. 16.10) in order to highlight the constraints that were attached to the notion of “the walking emperor.”
"Risk, Doubt, and the Biological Control of Southern Waters","We develop a model of electoral accountability with mainstream and alternative media. In addition to regular high- and low-competence types, the incumbent may be an aspiring autocrat who controls the mainstream media and will subvert democracy if retained in office. A truthful alternative media can help voters identify and remove these subversive types while reelecting competent leaders. A malicious alternative media, in contrast, spreads false accusations about the incumbent and demotivates policy effort. If the alternative media is very likely to be malicious and hence is unreliable, voters ignore it and use only the mainstream media to hold regular incumbents accountable, leaving aspiring autocrats to win reelection via propaganda that portrays them as effective policy makers. When the alternative media’s reliability is intermediate, voters heed its warnings about subversive incumbents, but the prospect of being falsely accused demotivates effort by regular incumbents and electoral accountability breaks down."
The Importance of Others: Marx on Unalienated Production,"This article traces the history of concerted black resistance to the film Gone with the Wind, whose popularity I argue was contingent on its expression of white nationalist pro-Confederate, pro-slaveholder Lost Cause mythology. By centering the voices of the resistance, this article offers a corrective to previous scholarship that fails to grasp the resistance’s significance or frames it as merely provoked by the offensive nature of the film’s racist imagery and language. Instead, at the heart of the protest was the danger that the film’s mythology posed to black communities if it became entrenched in white national historical consciousness. Activists were correct about the film’s ideological impact, and their protests wielded real influence, altering the film’s final product to be less overtly racist. However, failing to stop Gone with the Wind, while muting its most racist components, contributed to the film’s incredible popularity and its longevity."
Arunabh Ghosh. Making It Count: Statistics and Statecraft in the Early People’s Republic of China.,"Citizens are, on average, too pessimistic when assessing the trajectory of current crime trends. In this study, we examine whether we can correct this perceptual bias with respect to burglaries. Using a field experiment coupled with a large panel survey (n=4,895), we explore whether a public information campaign can reduce misperceptions about the prevalence of burglaries. Embedding the correct information about burglary rates in a direct mail campaign, we find that it is possible to substantially reduce citizens’ misperceptions. Importantly, the effects are not short-lived: they are detectable several weeks after the mailer was sent, but they are temporary and eventually the perceptual bias reemerges. Our results suggest that if citizens were continually supplied with correct information about crime rates they would be less pessimistic. Reducing bias in citizens’ perception of crime rates might therefore be a matter of adjusting the supply of (dis)information about crime."
The Speculative Present: How Michael Crichton Colonized the Future of Science and Technology,"As the chief litigator for the US government, the solicitor general plays a crucial role in the Supreme Court decision-making process. The justices and solicitor general share a mutually beneficial relationship that is reinforced by the solicitor general’s willingness to provide legal advice when asked. In this article, we examine whether and how this relationship changes when the solicitor general files a formal “confession of error.” Using data on confessions filed between the 1979 and 2014 terms, we find the justices are significantly less likely to support the solicitor general’s position at multiple stages of the Court’s decision-making process if the solicitor general confesses error in light of a policy change. This punishment is harshest when the solicitor general provides advice as an amicus curiae participant, but it is only temporary. These results provide new insight into the scope and limitations of benefits allotted to the Court’s “tenth justice.”"
A Recursive Measure of Voting Power with Partial Decisiveness or Efficacy,"Among presidents’ lesser known legislative powers is urgency authority. Seven Latin American presidents wield it: the constitutional power to impose on lawmakers a short deadline to discuss and vote selected bills. This power is similar to the fast-track authority that Congress grants periodically to the US president. We claim that the key consequence of urgency authority is procedural: urgency prevents amendments during floor consideration. By using fast-track authority, presidents can protect bills and committee agreements, in essence becoming a single-member Rules Committee with the ability to impose closed rules on the floor. A formal model generates hypotheses that we test with original data from Chile between 1998 and 2014. Results confirm that preference overlap between the president and committee chairs drives the use of fast-track authority systematically. Patterns in Chile are reminiscent of restrictive rule usage in the United States."
COVID-19 and the Language of Racism,"What strategies are behind major powers’ decisions to deploy forces abroad? We argue that major powers use noninvasion troop deployments to create, consolidate, and expand their spheres of influence around the world, while at the same time trying to prevent their major power rivals from doing the same. This results in an action-reaction process, in which each additional major power troop placement happens as a strategic response to recent and anticipated placements by others. This theoretical framework leads us to expect temporal and regional clustering in troop deployments by allied and rival major powers. We test our expectations using data on troop deployments and a local structure graph model, a network estimator that allows for modeling each troop placement as a function of other deployments, weighted by ideological similarity. Our results provide evidence for our hypotheses."
Religious Approaches to Milton,"The nave paintings at the monastery of St. Anthony were executed by local artists in the           early thirteenth century, during a period of mounting concerns over the Arabization and           Islamization of the Coptic community. The cycle, which depicts thirty-one images of           military martyrs and monastic saints, stands out from contemporary programs owing to its           structure and its inclusion of rarely depicted hagiographic episodes. The program           juxtaposes early Christian martyrs and the great Desert Fathers of Egypt, demonstrating a           preoccupation with sacred ancestry and lineage. Within the martyr cycle, the preponderance           of warrior saints shown violently slaying traditional enemies of the faith (pagans,           heretics, and a Jew) is striking, as most of these refer to miracles that have no textual           analogue. To some extent, the presence of warrior saints can be explained within a local           devotional context, in which the paintings served as the liturgical backdrop for a           monastic community that regarded itself as the heir to the community founded by St.           Anthony, who engaged in spiritual combat at the site where the monastery was constructed.           Lost in this interpretation is how the images might relate to broader religious debates in           the Islamic period. This study engages with a little-known corpus of Arab Christian texts           and recent scholarship on the religious history of Egypt. I argue that the unusually           violent iconography reveals an awareness of Islamic historiographic narratives and should           be understood in light of east Christian hagiographic and polemical texts then circulating           in Egypt. Stories in these works are characteristically structured to draw out           similarities between Christianity and Islam as a step toward staking out exclusive claims           to religious truth and Christian preeminence. The unusual cycle provides evidence of how           Coptic Christians employed paintings to fortify the faith."
Affective History in A Mirror for Magistrates: Embodied Encounters and Performative Pasts,"In the years between 1967 and 1970, Philip Guston scandalized the New York art world by renouncing abstraction and turning instead to figurative modes of painting characterized by cartoonish images that mixed Ku Klux Klan hoods, idioms of popular culture, and a private vocabulary of cigars, light bulbs, legs, shoes and other assorted—and often hairy—body parts. Buried within these often outlandish works are three recurring concerns: questions of pilgrimage, revelation, and epiphany that link Guston to Hudson River School painting of the nineteenth century; a covert interest in writing as a cultural logic that informs his own painting practices; and an obsessive focus on lines that distinguishes Guston’s art from the drips and gestural forms of Jackson Pollock. Ultimately, each of these concerns points to what I take to be the real—and unspoken—focus of Guston’s figurative work: the history and memory of the Holocaust."
The Elephant in the Room: Intentional Voter Suppression,"War makes states and states make war. However, state building to mediate among science, technological innovation, and warfare is very different from state building to mobilize people, revenue, science, and industry for war. Where the latter prizes autonomy, authority, and planning, the former values experimentation and learning across plural modalities of practice. This article explains the difference between mobilization and mediation; provides a theory of state building for mediation in wartime and applies that theory to the case of the United States’ Anti-Submarine Warfare Operations Research Group (ASWORG) in World War II. ASWORG was born into a crisis in the Atlantic that divided scientists and soldiers, and yet also made them need each other. The U.S. War Department tried to overcome the conflict with techniques designed for mobilization, and it failed. While historical institutionalism can explain why it failed, it cannot explain how ASWORG successfully mediated science and warfare. Drawing on actor-network theory and theories of emergent institutions, and inspired by pragmatism and complexity theory, I explain how scientists and soldiers in ASWORG learned through joint reflection to mediate the incommensurable practices of science and warfare in ways that neither could predict. They transposed techniques from physics to warfare in operations research; recomposed operations research from a scientific control system to a monitoring system that facilitated mutual learning; recombined defensive and offensive military tactics; and circulated themselves between the factory, the laboratory, and the battlefield to speed the adjustment of new technologies and military tactics."
On the Virtues of Historical Entomophagy,"Previous research has described the criminal justice system as a “labor market institution.” In recent years, however, research on the relationship between the criminal justice system and the labor market has focused primarily on the negative impact of criminal justice involvement on an individual’s ability to find work postrelease. This article explores how workers’ exposure to the criminal justice system is related to labor organization—a labor market institution through which workers in the United States have secured benefits for themselves and that, structurally, has mitigated income inequality. Across three analyses, we find a negative relationship between exposure to the criminal justice system and involvement in labor organizations. In a fourth analysis, we find evidence that this relationship results from employers’ increased power over those so exposed. Mass incarceration may discipline low-wage workers by decreasing their likelihood of participating in organizations through which they might gain economic power individually and collectively."
Raw Power and the Occult: A Review,"Purpose: Drawing on relevant literature, we conceptualize three pathways through which responsiveness to student voice may promote academic goals. Then, we analyze panel data of students in the Chicago Public Schools to examine this relationship. We focus on the “responsiveness” of teachers and administrators to student voice, because prior work has highlighted that opportunities for student voice are often symbolic. Our central goal is to examine whether responsiveness to student voice is related to academic outcomes. Research Methods/Approach: We draw upon student records collected in Chicago Public Schools from the 2017–18 and 2018–19 school years, as well as students’ responses to questions administered in the district’s 2019 5Essentials Survey. We estimate models of the effect of responsiveness to student voice on students’ ninth-grade academic outcomes, controlling for students’ eighth-grade attendance and grade point average. Findings: In schools that students regard as responsive to their expressed critiques, students have better grades and attendance and reduced rates of chronic absenteeism. This is the first large-scale study employing panel data to examine the relationships between responsiveness to student voice and academic performance. Implications: Proponents of student voice have long emphasized its benefits in terms of democratic values and respect for the full humanity of young people. Scholars argue these benefits may be particularly important for students from marginalized communities. This study indicates that there are academic benefits as well. However, future studies are warranted to deepen our understanding of the mechanisms through which responsiveness to student voice yields valued benefits."
Bricozaje: Between Contested Terrains and Aesthetic Borderlands,"May Rosenthal Sloan explores the culinary works of Cooking Sections, whose research in questions of ecology, capital and power culminates in transformative interventions."
Nathaniel Price: The Life and Work of a Sometime Blind Bookbinder,"AbstractIn the mid-2000s, Bolivia emerged as a leader in sustainable tropical forestry, in large part because of Ley 1700, the 1996 forestry law. The 1996 forestry law reformed Bolivian forestry by requiring management plans, inventories, and harvest limits while also guaranteeing the legal right of Indigenous communities to manage their forests for timber. This article analyzes the history of Bolivian forestry reforms, paying particular attention to the involvement of Indigenous lowland communities in influencing the forestry law. Specifically, we analyze the role a 1990 Indigenous protest march called the March for Territory and Dignity had in unifying Indigenous communities, incorporating Indigenous concepts of territory into the national dialogue and legal framework, and influencing the 1996 forestry law. We argue that the Indigenous protest march united Indigenous communities around the common cause of territorial sovereignty. In response to Indigenous protest, the Bolivian government established Indigenous-controlled territories and enacted forestry reforms that incorporated community demands and values."
Troubling (Post)colonial Histories of Medicine: Toward a Praxis of the Human,"This article explores the interpretive and divinatory practices and strategies used in the South African street-based lottery game fafi. The game, run by the Chinese community in South Africa and played predominantly by low-income black South Africans, utilizes a set of images and divinatory practices, particularly dream interpretation. The article analyzes the practices and history of fafi, alongside the financial and interpretive stakes of the gambling game, to understand contemporary orientations towards the future and uncertainty. Dreaming—learning how to dream and how to interpret dream images—as a gambling skill is understood in relation to traditional healing and diagnostic practices in South Africa. In the context of shifting urban landscapes, the piece argues that “the future” has become an entity to get ahead of rather than a projected goal or destination one hopes for."
"Piccarda’s Weakness: Reflections on Freedom, Force, and Femininity in Dante’s Paradiso","The standard view of academic freedom and free speech is that they play complementary roles in universities. Academic freedom protects academic discourse, while other public discourse in universities is protected by free speech. Here I challenge this view, broadly, on the grounds that free speech in universities sometimes undermines academic practices. One defense of the standard view, in the face of this worry, says that campus free speech actually furthers the university’s academic aims. Another says that universities have a secondary democratic function, which cannot be fulfilled without free speech on campus. I identify shortcomings in both types of arguments."
Fighting for a Free World: Ben Shahn and the Art of the War Poster,"Compulsory voting involves a legal obligation to vote (or attend the polls), but we might instead require those who do not to pay a charge, without any legal obligation for them to do so. This nonpunitive price creates an incentive for all citizens to participate and prevents free riding, but permits nonvoting and avoids condemning nonvoters. Thus, this proposal delivers what at least some advocates and opponents of compulsory voting want. Moreover, considering this possibility helps to clarify the disagreement over compulsory voting. Those who wish to reject this proposal need further arguments for their respective positions."
"Confronting the “Bulwark of White Supremacy”: The African American Challenge to White Australia, 1941–1945","AbstractWhat goes up must come down—the adage about gravity applies to baseballs and spacecraft alike. Since the launch of the first artificial satellite in 1957, thousands of space artifacts have fallen to Earth in an event known as “reentry.” Although most disappear from view, dissipating in the atmosphere or falling into the sea, on occasion a piece of so-called “space junk” will survive the fall and land on terra firma, typically far from its nation of origin. During the long 1970s, a confluence of natural and anthropogenic forces pushed large pieces of hardware out of orbit and back to Earth. These events collapsed geographical boundaries and brought far-flung states, communities, and environments on either side of the Iron Curtain into dangerous proximity. When space junk fell where it should not, cultural and linguistic translation and the influence of a truly global natural environment subject to its own arcane geophysical laws complicated untested international liability and governance regimes. The history of space junk reentries—particularly the 1978 “nuclear reentry” of the Cosmos 954 satellite—demonstrates how the nearest regions of outer space became an uncooperative geopolitical actor in a new form of envirotechnical emergency during the Cold War. Like other extreme environments such as polar regions and oceans, I argue that outer space merits scholarly attention as a significant natural force in human history. Contrary to triumphal spaceflight narratives, I also argue that the Space Age became truly global not solely through acts of innovation but also in moments of decay."
"Big Science, Nazified? Pascual Jordan, Adolf Meyer-Abich, and the Abortive Scientific Journal Physis","Militarism and militarization have inspired opposition for millennia. In the post–World War II era, dozens of social movements challenging the existence and operation of US and other foreign (extraterritorial) military bases have provided a prominent example of antimilitarization activism. Movements from Okinawa, Japan, and Jeju, South Korea, to Vieques, Puerto Rico, and Vicenza, Italy, have struggled to close existing bases, stop the construction of new bases, and reduce or eliminate the harms that bases frequently inflict on local communities. This article reviews the history and effects of antibase movements, including recent efforts to create a global “No Bases” movement. While these movements have achieved varying degrees of success and had complicated impacts at individual, local, national, and global scales, this article shows that antibase movements collectively have been important actors in international geopolitics, with significant global influence. Specifically, movements have disrupted everyday military operations and reshaped the global deployment of US bases abroad. Antibase movements thus provide an example of how antimilitarization movements can check, slow, and in some cases reverse militarization—although militarization can continue after base closures. The article concludes with seven tentative hypotheses explaining why some antibase movements are more successful than others in achieving their stated aims."
Karma and grace: Rivalrous reckonings of fortune and misfortune,"This note proposes new interpretations of Hera’s bribe offered in Cratinus’ Dionysalexandros. While Hera’s τυραννὶς ἀκίνητος is usually interpreted as an offer of permanent demagoguery in light of the play’s mockery of Pericles, I argue that τυραννíς also recalls contemporary debates about the Athenian empire and that ἀκίνητος puns on the obscene meaning of κινεῖν."
"Reflection, Refraction, Revolution: The “Colouring of Imagination”",Danielle Child examines the extent to which artists' proposals for alternative contemporary economies successfully revive the historical avant-garde project of returning art to the praxis of life.
Ambiguous Rhetoric and Legislative Accountability,"Biographical studies of Althea Gibson, the first African American to compete and win at Wimbledon and the U.S. Lawn Tennis Association’s National Championship at Forest Hills, maintain that the Black media maligned her because of her reluctance to be an activist-athlete. This article argues that journalists disparaged Gibson for living a broadly queer life suggestive of lesbianism during the concurrent Cold War and Civil Rights Movement. Unmarried, a sportswoman, and career-oriented, Gibson sometimes dressed and expressed herself in ways that society deemed masculine and that her critics viewed as incompatible with race womanhood. By scrutinizing Gibson’s body, behavior, and life choices, these figures communicated the parameters of racial representation for Black sportswomen, specifically that heteronormativity and aesthetics were as important as athletic achievements for consideration as a race woman. Undaunted, Gibson veered from racialized gender norms and challenged black patriarchy as much as white supremacy."
Cutthroat Capitalism versus Cuddly Socialism: Are Americans More Meritocratic and Efficiency-Seeking than Scandinavians?,"Criminal record checks have become a widely used method for governing access to institutional attachments in the United States. State laws that authorize or require the use of background checks serve as one important source of criminal records’ expanded reach. The current study uses novel longitudinal data to examine the proliferation of these laws at the state level between 1982 and 2013. Panel analyses provide the strongest support for a model of racial classification, with the rate of background check adoption increasing as African-Americans represent larger shares of state criminal record populations. Considerable support is also found for racial economic threat and, to a lesser extent, ethnic economic threat. Background check adoption is only weakly associated with violent crime rates and other features of state-level penal regimes."
New Directions in African American Sports History: A Field of One’s Own,"Although costs of trade disruption play a central role in theories of interstate conflict, scholars have had difficulty in constructing appropriate measures of trade wars, and few have explored how states can mitigate the resulting costs, reducing vulnerability to economic coercion. We study these questions in the context of economic sanctions, arguing that each side’s comparative advantage in exports and domestic production capabilities determine its ability to minimize costs while maximizing its power to hurt the adversary. We find support for our hypotheses, using commodity-level trade data. Sanctions are more likely to succeed when sanctioners have a comparative advantage in goods exported to the target, but more likely to fail if the target’s export portfolio is diverse or the target has a comparative advantage in exports. This is particularly true for imposed sanctions. These findings open the black box of sanction costs, improving our understanding of when economic coercion succeeds."
"Propagate Autonomy: On Jonas Staal, Captain America and Willi Münzenberg","Philology haunts the humanities, through both its defendants and its detractors. This article examines the construction of philology as the premier science of the long nineteenth century in Europe. It aims to bring the history of philology up to date by taking it seriously as a science and giving it the kind of treatment that has dominated the history of science for the last generation: to reveal how practices, instruments, and cooperation create visions of timeless knowledge. This historical inquiry therefore asks how one modality of textual interpretation could morph into an integrated system of knowledge production, which ostensibly explained the whole human world. Ultimately, it advances a central argument: philology operated as a relational network, one that concealed diversity and disunity, projected unity and stability, and seemed to rise above the material conditions of its own making. The article scrutinizes the composition of philology as a heterogeneous ensemble, the functioning of philology comparable to other sciences, whether human or natural, and the historical contingency in the articulation of philology."
Rachel Carson and the Rhetoric of Revolution,"In influential strains of late twentieth-century US legal discourse on free speech, speech and language have been disconnected from sound, and speech rendered as a form of writing. The effect of this is a free speech jurisprudence in which analysis of speech is less concerned with speakers and more concerned with messages. The article explores this situation by examining the legal reasoning in a 2001 case in which federal district court judges ruled that computer programs written in binary computer code (1s and 0s) were a form of “speech” covered by the First Amendment. They did so by equating speech with writing, drawing on a theorization of language in terms of information rather than as embodied social practice. The article argues that this logic follows the popularization of information theory and the rhetoric of disembodiment that grew out of this popularization in the latter half of the twentieth century."
What Future?,"History reveals enemies often ally to confront a common threat. In such competitive coalitions actors must balance the simultaneous risk of distrust of their ally against external danger. We model this interactive relationship and generate several novel outcomes. Intra-alliance rivalry forces allying players to preemptively commit more resources to conflict and to free ride less. Consequently, their likelihood of conflict success increases. However, intra-alliance instability forces weaker players to commit a higher proportion of resources to fighting than do their stronger allies. This outcome runs contrary to Mancur Olson’s classic collective action result that the “small exploit the great.” Furthermore, allies do not demonstrate a uniform preference for bandwagoning or balancing. In general, it is preferable to bandwagon with friends but to balance with enemies. Finally, because rivalry can raise alliance payoffs, actors may rationally seek out risky partnerships with so-called enemies rather than molding more certain alliances with friends."
Cosmopolitanism and International Economic Institutions,"This article explores the emergence of a selfhood organized around the experience of drug addiction in 1930s Britain, taking as its focus the autobiographical writings of the aristocratic “society” drug addict Brenda Dean Paul. It details the various discourses deployed by Dean Paul in her process of self-fashioning, and so builds on recent work demonstrating the agency exercised by addicts in the face of proliferating systems of control constructed in these years by illustrating their simultaneous discursive agency. In addition, the study offers a new perspective on the relationship between class and culture in interwar Britain. In contrast to other accounts that explore how the critique of popular culture offered by upper-class commentators served to reinforce social hierarchies, this article demonstrates how, in other hands, popular culture provided a vehicle for bridging the gulf between classes."
Following in the Footsteps of Trajan: A Note on Traditional Emperorship in Late Fourth-Century Panegyric,"Recent research claims that American public opinion about welfare, long racialized, has become “immigrationized,” or formed on the basis of people’s feelings about immigration. However, the evidence to date is incapable of ruling out two alternative explanations for the immigration-welfare link. Attitudes toward immigrants and welfare recipients may instead be linked because both are shaped by the broadly ethnocentric dimension of generalized social conservatism, an orientation that fosters animosity toward a wide variety of stigmatized out-groups. They may also be correlated because stereotypes about immigrants’ use of welfare are salient in opinions about immigration. This paper scrutinizes the theoretical underpinnings of each competing model and reports on a series of placebo tests, observational studies, and survey experiments designed to assess them. The results of these studies raise doubts about the centrality of immigration attitudes in American public opinion about welfare and bolster the two alternative explanations for the immigration-welfare link."
"Burnham, Popular Science, and Popularization","In the 1980s, Indigenous Aboriginal women in Australia began to agitate against liquor outlets perceived as affecting the remote communities in which they lived, and mobilized in a series of fluid grassroots public demonstrations against alcohol availability. The women supported dry zones, local prohibition, and abstinence and were opposed to reforms designed to improve drinking places and promote “social” drinking. In these and many other ways, Aboriginal women’s activism and ideology resembled that of the Woman’s Christian Temperance Union (WCTU) in Australia decades earlier, despite there being no direct influence from the WCTU. This article explores the commonalities in the tactics and strategies deployed by these “old” and “new” temperance movements and argues that for Aboriginal women, their dissent necessitated a complex negotiation around the social and cultural norms of their society."
"Propaganda, Alternative Media, and Accountability in Fragile Democracies","A recently rediscovered record from late medieval England shines light on the discomfort which arose from the expansion of royal bureaucracy to promote and maintain regional aquatic infrastructure. The record contains the proceedings of a 1396 inquest made by a commission of sewers to investigate claims of clogged drainage canals and consequent flooding of farmland. For the late medieval Sussex landowners named in the record, the commission purportedly represented an unwanted incursion, a violation of traditional rights and obligations. In contrast, for the government agents conducting the inquest, the encounter with local interests raised important questions about authority, precedent, and the limits of supposed tradition. Today, read through the lens of environmental history, this conflict underscores that the written records of medieval Europe, long a source of qualitative data, provide a unique vantage point from which to observe the symbiotic relationship between human culture—in this case law, tradition, agriculture, and infrastructure, and natural contexts."
"Protesting “a Bigger and Better Birth of a Nation”: Lost Causism and Black Resistance to David O. Selznick’s Gone with the Wind, 1936–1940","This article formalizes how extremists manipulate an ethnic or religious identity to generate intergroup tension in society. I argue that Islamic extremists seek to reinforce the Islamic identity of Muslims. To do so, they launch terror attacks against a majority non-Muslim population as a provocation strategy to trigger a backlash against Muslims. This backlash makes it more difficult for Muslims to assimilate, pulling them away from the mainstream and promoting their in-group solidarity. I find that this strategy of provocation succeeds only if Muslims manage to provide sufficient in-group favoritism to counteract the backlash. If the majority shuns unassimilated Muslims more, or if the Muslim community is more economically unproductive, it is easier to mobilize Muslims, and extremists can induce more Muslims to stop assimilating. Provocation efficacy increases if the government excludes the Muslim community and, surprisingly, decreases when the Muslim community is more extreme or more homogeneous."
Democracy Does Cause Growth,"We provide evidence that democracy has a positive effect on GDP per capita. Our dynamic panel strategy controls for country fixed effects and the rich dynamics of GDP, which otherwise confound the effect of democracy. To reduce measurement error, we introduce a new indicator of democracy that consolidates previous measures. Our baseline results show that democratizations increase GDP per capita by about 20 percent in the long run. We find similar effects using a propensity score reweighting strategy as well as an instrumental-variables strategy using regional waves of democratization. The effects are similar across different levels of development and appear to be driven by greater investments in capital, schooling, and health."
"Red Crescents: Race, Genetics, and Sickle Cell Disease in the Middle East","Historical accounts of sickle cell disease tend to emphasize either its theoretical role in catalyzing the field of medical genetics or its clinical and social significance in representing the health-care disparities experienced by African Americans. This essay bridges these narratives by focusing on the discovery of sickle cells in marginalized Arabic-speaking communities of Yemen and Turkey in the 1950s. As in North America, sickle cell research in the Middle East unfolded along the social fractures of race. The essay analyzes how British, Turkish, and Arab geneticists attempted to create evolutionary hypotheses that reconciled historical and sociological boundaries between white and African, Arab and Turk. As the parameters of Turkish and Arab nationalism shifted in the Cold War–era Middle East, so did the favored explanatory narratives for the presence of sickle cells in different communities, which assigned different degrees of importance to African ancestry, socially enforced endogamy, and evolutionary adaptations to malaria."
Biopolitics in the Time of Coronavirus,"We argue that most survey measures of partisanship are misclassifying many respondents as nonpartisans. Common wordings, especially those in major cross-national surveys, violate well-established best practices in questionnaire design by reading aloud a nonpartisanship option. This is akin, we show, to the taboo of inviting no-opinion responses. Consequently, most wordings produce high rates of false negatives, meaning respondents with partisan leanings who nonetheless choose the nonpartisan response. Our analysis of experimental and observational data from four countries (Brazil, Mexico, Russia, United States) shows that nearly a quarter of respondents are false negatives when read an easy nonpartisan opt out. More importantly, we demonstrate, using item response theory and other measurement checks, that wordings that remedy this problem by not inviting nonpartisan responses have greater measurement validity. Our findings show that scholars are underestimating the prevalence of partisanship and that harbors for false negatives can exist in unexpected forms."
"Neetu Khanna, The Visceral Logics of Decolonization","Scholars have argued that leaders pay domestic audience costs for backing down from a prior position. We challenge this argument theoretically and methodologically. We argue that scholars have erred by measuring “costs” exclusively through disapproval of a leader’s handling of the situation when general job approval more accurately reflects audience cost theory. This distinction matters because Americans often have strong existing opinions of the president, such that situational disapproval does not damage general approval. We also argue that the use of hypothetical leaders compounds this problem. We test these assertions using two experiments. Our primary design examines approval for both a hypothetical president, as is common in the literature, and the then-sitting president, President Obama. Our secondary design allows us to alter the president’s partisanship. The results strongly support our theory, suggesting scholars have missed an important piece of the puzzle by focusing on situational approval for hypothetical leaders."
Nonpartisans as False Negatives: The Mismeasurement of Party Identification in Public Opinion Surveys,"The United States often applies its laws to conduct or persons in foreign countries. How do these countries respond to US extraterritorial pressure? This study examines a central case of extraterritoriality: the protection of US troops from criminal justice in troop-hosting countries. I argue that greater security dependence on the United States brings hosts to comply with US pressure—when such compliance receives limited public attention. This argument is tested through a microlevel analysis of host countries’ treatment of US personnel who committed criminal offenses during the Cold War (1954–70). The results suggest that in countries dependent on US-provided security, American troops were less likely to face trial. Yet if troops indeed stood trial, the host’s dependence on the United States did not bias verdicts or sentences, since those were public. The data also show that the involvement of US troops in crime was far greater than previously known."
